content,score,category
"Secara keseluruhan sdh oke. Hanya saja Tolong ditingkatkan aplikasinya untuk Debet Kredit saldo tidak terdeteksi. Muncul hanya Debet dan Kredit saja di Transaksi, sehingga saat ada transaksi Debet atau kredit saldo terakhir tidak terpampang, tidak muncul. Terimakasih",4,positive
"aplikasi lemot pakek wifi dan pakek paket data juga masih lemot kadang bisa di bukak kadang tidak bisa di buka, jadi kalau mau transfer susah masih harus lewat mesin ATM, apa gunanya kalau pakek wonder untuk transaksi masih susah, tolong di tingkat.kan lagi aplikasi.nya",2,negative
"kenapa ya tiba² aplikasinya kendala?? Infonya, tim kami lagi perbaiki, yuk coba kembali.. udah aku unistall terus instal lagi tetep aja.. padahal kepunyaan temenku aman² aja.. udah 2 hari woiiii kek gini. gimana mau melakukan transaksii klo kek gini.. woooii ADMINNN",1,negative
"untuk keseluruhan semua fiturnya oke sih... cuma beberapa hari ini kalau buka wondr by BNI harus pakai WIFI, kalau pakai data selalu stak di logo awal saja. tolong bagi pihak BNI di perbaiki lagi, gimana kalau pas transaksi di luar rumah kalau gak bisa menggunakan paket data. terima kasih atas responnya",5,positive
Ngeselin bgt. Ga kayak m banking bank lainnya. Aplikasi m banking ini hrs bnr2 btuh memori yg gede. Klo memori hp sdkit sama skli ga bisa buka. paketan banyak tp sama skli ga bisa buka aplikasi ini. Tolong donk IT nya. Jd susah mo transaksi kemana2,1,negative
"Aplikasi yang bagus, tapi ada satu kekurangan, yaitu detail transaksi saldo awal sebelum transaksi dan saldo ahir setelah transaksi tidak ada, dimana hal ini sangant membantu mengontrol setiap transaksi apakah berhasi atau tidak, padahal di aplikasi lama BNI orange hal ini ada.. Krnapa malahan di aplikasi baru dihilangkan, agak mencurigakan ini..",4,positive
"aplikasi nya sudah bagus tapi tolong , detail transaksi nya cepat perbarui/input kalau ada transaksi masuk atau keluar seperti aplikasi BNI yang dulu, dan kalau bisa biaya transaksi nya di perkecil lagi. terimakasih.",4,positive
"untuk transaksi transferan sejauh ini bagus tidak ada kendala tp untuk pembelian paket data tidak sesuai dengan keteran, pembelian paket data 30 GB seharusnya yang masuk pun 30 GB Tp yang masuk hanya 15 GB dan setelah transaksi aplikasinya langsung error.",1,negative
"aplikasi yg hampis selalu gangguang jika ingin digunakan... tiba tiba gx bis qris, tiba loading lama padahal inyernet kenceng, tiba error sistem. endingnya balik ke aplikasi bni yg lama, yg paling menjengkelkan, kadang mau dipakek tiba tiba registrasi ulang,ana harus pakek ktp dan wajah.. wahhh. bikin antrean panjang minimarket ni aplikasi",3,neutral
"Respond yang sangat cepat. Kurang dari 24 jam, tools untuk dokumen pendukung SPT telah bisa dipergunakan kembali. Juga tools untuk menarik e-statement bulanan yang lebih advanced dibanding yg ada di BNI Mobile. Really appreciate the prompt response",5,positive
"sangat buruk setiap setelah keluar dari aplikasi dan saat akan login kembali selalu muncul password tidak sesuai padahal password sudah dipastikan cocok, dan parahnya setiap kali masuk aplikasi selalu dapat sms yg dikenakan biaya.",1,negative
"susah banget mau login, verifikasi wajah gak bisa sekali coba langsung berhasil, harus berulang2. kalo udh kebanyakan, suruh coba besok hari. ribet bgt, mending aplikasi yg dulu 🙏🏻 sudah saya coba sesuai arahan, foto di tempat terang dan fokus, tapi tetap loginnya susah 🙏🏻",2,negative
"Pendaftarannya kok ribet amat, padahal sudah punya Rek BNI harusnya dipermudah, ini malah sama sperti baru mau buka rekening baru di BNI. *Edit tambahan: Saldo di BNI Mobile tidak terbaca di Wondr by BNI 😒 Edit 29/3/25: Kemarin lalu sudah ke BNI kantor cabang terdekat sekalian ganti kartu debit/ATM yg sudah expired, sudah dibantu sama CS. Katanya nanti 24 jam sudah bisa. Kalau belum bisa, nanti uninstal baru instal ulang lagi. Tapi ini sudah mau 3 hari pun belum muncul tuh saldo. ☹️",3,neutral
"mohon bantuan kak, knp wondr ini hanya lancar atau bisa dibuka dgn menggunakan wifi saja tp bila menggunakan data bawaan HP nya jadi Ngeleg, Ngebug, mohon bantuannya agar tdk selalu mengunakan wifi saja baru bisa login & transaksi",5,positive
"Aplikasinya bagus, tapi laporan keuangan masih kurang sekali. Untuk melihat detail harus menunggu E-Statement bulanan, padahal mau cek tiap transaksi uang yg ada di bank berapa. Dulu di BNI Mobile bisa liat, tapi Wondr sejauh ini belum. Kecewa berat sih 💔💔💔",3,neutral
"Aplikasi ini bagus bahkan keluar notif dan transaksi cepet banget, cuman ada sedikit keluhan bapak/ibuk dev , untuk aplikasinya terlalu sering crash dan tidak bisa dibuka, bahkan sering stuck di logo awal, mohon dan bila berkenan untuk diperbaiki lagi bapak/ ibuk, terimakasih",3,neutral
"sekarang banyak kendala pada saat login menggunakan verifikasi wajah, sudah mengikuti instruksi di layar malah tidak bisa masuk ke tahap berikutnya, malah keluar kata verifikasi anda gagal, sudah 2 hari saya coba dan hasilnya sama sehingga sampai sekarang saya tidak bisa menggunakan aplikasinya. mohon arahannya dan perbaikannya untuk kenyamanan pengguna. dan mengenai transaksi awal juga tidak muncul setelah melakukan transaksi padahal itu sangat membantu pengguna terkait transaksi.",3,neutral
"Menurut sy Aplikasi Perbankan paling jelek dr yg lain..udh bolak balik install, bru bbrp kali pakai udh ngk bisa pakai..lgsg muncul ""perlu data tambahan"" ..padahal bertahun2 pakai bni mobile banking ngk prnh ada masalah. Tolong donk BNI klo mau upgrade yg lebih bagus jgn makin jelek gini aplikasi nya. sebagai nasabah BNI yg rutin transaksi tiap hari, aplikasi ini benar2 buat kendala.",1,negative
"Sore kak, ini kenapa wondr di hp saya aneh sekali ya. Cuma mau terbuka kalau sedang connect ke wifi saja, tetapi tidak mau kalau pakai paket data selular. Sudah saya cek di settingan hp saya, metode koneksi dengan Wifi dan paket data selular aktif. Semua aplikasi yang menggunakan internet bisa menggunakan paket data selular kecuali wondr. Hape saya redmi note 14. mohon dibantu kak... susah juga kan kalau saya mau bayar apa apa tapi harus cari wifi dulu.",3,neutral
"ribet kalau mau login lagi padahal akun sdah ada, tolong di tingkatkan lagi untuk login di akun yg sudah terdaftar supaya di buat simple agar untuk login kembali di perangkat lain atau berganti perangkat di simpelkan tidak perlu memasukkan hal² yg tidak penting.",1,negative
"Lama banget pas di buka padahal aplikasi lain aman aman aja pas di buka. Minimal kalau ada masalah di loading screennya ada tulisan kendala atau apa gitu, ini bisa 30 menit ngebuka aplikasi padahal jaringan bagus, memori aman.",1,negative
"mengecewakan ,kemarin saya tarik tunai internasional gabisa padahal ada label master card ,sekarang tiba"" ada limit saldo padahal saya pakai yang tidak ada minimum endapan saldo,sangat merugikan saat transaksi dan saldo ngepas tiba"" berubah ,aplikasi nya perlu di tingkatkan",1,negative
"aplikasinya lemot,modelnya allay kayak mainan. kalo mau buka harus verifikasi no hp,KTP,wajah. mengesalkan dan sangat tidak praktis. bagus yang dulu. capek pake aplikasi ini. tidak berbobot sama sekali.",1,negative
Catatan : 1. Untuk tarik tunai tanpa kartu masih menyebalkan. harus ada pulsa buat otp. seharusnya kayak BCA & BRI simpel cukup no HP sama kode tarik tunai. masak BNI kalah sama BIONS (BSI) sudah menirukan BCA & BRI sudah tanpa otp pakek pulsa. 2. Untuk E-statement masak cuma di kasi 6 bulan ke belakang yg bisa di download. kasi lah 5 tahun ke belakang biar mudah track uang keluar masuk. contoh BCA & BRI. itu aja sih saran dari saya. selebihnya udah oke tampilan simpel gak banyak menu aneh aneh.,3,neutral
"Aplikasi sebenarnya bagus fitur nya juga bagus/simpel, tapi kekurangan nya riwayat transaksi nya nggk langsung muncul habis transaksi, harus nunggu beberapa jam dulu baru muncul, tolong di perbaiki",3,neutral
"aplikasi palsu, sering eror, dan punya banyak kelemahan, 1, wonder bisa aktif bersamaan dengan BNI banking 2, transfer gagal uang hilang sampai sekarang belum kembali 3, suka eror 4, potongan tidak ada keterangan jelasnya 5, sulit menghubungi costumer servis, tidak tersedia di wonder 6, data tidak aman dan sangat gampang untuk di hek 7, aplikasi belum sempurna, tapi sudah di jual 8, pakai karena terpaksa 9, pelayanan buruk 10, setiap 2 hari pasti eror",2,negative
"tampilan sudah user friendly , cuma satu untuk transaksi tanpa kartu agar memudahkan user bertransaksi untuk kode OTP agar di sediakan opsi via email atau whatsapp chat , karena untuk saat ini harus menyediakan pulsa terlebih dahulu baru bisa mendapatkan kode OTP.",4,positive
"aplikasinya susah dibuka, harus dengan sinyal yg kuat baru bisa dibuka, kalo ndk kuat sinyal hanya putar2 aja itu, mw dak mw harus balik ke app lama.",4,positive
"tolong diperbaiki pada saat awal masuk/login selalu lama sekali respon dari aplikasinya, padahal dulu baru awal² daftar respon dari aplikasi cepat tetapi sekarang jadi lama dan hampir 1 jam juga aplikasi tidak merespon",3,neutral
"aplikasi baru tapi down grade. ga ada menu mobile tunai, rincian mutasi rekening ga ada kolom saldo, malah jadi sulit. tolong segera dikembangkan minimal semua menu di bni mbanking juga diakomodir di wondr",1,negative
"Setelah terinstal gak ada kendala app bagus ... tpi sebelumnya susah untuk di instal selalu logout saat ambil foto KTP jadinya harus ke Bank BNI nya lewat CS baru bisa, agak ribet dan kurang efektif instalnya.",5,positive
"saya heran ada apa dengan wonder saya saya biasanya bisa transfer sampai saldo habis kemudian sekarang tidak bisa selalu muncul kata ""mencapai limit"" pertanyaan saya dari kapan ada limit di wonder? karena saya baru beberapa jam yg lalu habisin saldo kemudian baru muncul limit saldo.",3,neutral
"Tolong segera diperbaiki untuk pendaftaran pendidikan, harusnya sih jika sudah diperbarui ke versi terbaru sdh bisa pake fitur""lama maupun terbaru.. untung saja msih ada jangka waktu pembayaran jdi bisa ke ATM besok",4,positive
"terlalu ribet saat verifikasi wajah nya suruh buka mulut suruh tengok atas kiri kanan, sudah coba beberapa kali tetep gk bisa, harus di coba besok lagi, karna sering salah, perhatikan hal kecil ini karna berdampak besar kedepannya",3,neutral
"make aplikasi ini gabisa buka aplikasi, selalu saja setiap di buka selalu yang di tampilkan hanya logo, tidak masuk ke menu awal, kenapa? apa ada masalah pada aplikasi ini? ini bukan sekali/dua kali ini terjadi, ini sudah sering. kenapa pihak wonder tidak melakukan update mengenai sistem yang eror seperti ini, saya mau transfer dana jadi di persulit karna tidak bisa masuk aplikasi ini. note: (hanya muncul logo!)",1,negative
"aplikasi bagus, cuma mutar mutar ja ngk jelas install terus sudah 3 hari tu ja terus tolong di perbaiki aplikasi ne susah jadinya pripasi wajah pun ngk di terima tunggu besok, besok muter-muter lagi, jelek banget ne aplikasi",1,negative
"Tampilan kekinian dengan warna menarik yg tidak kaku. terima kasih sudah ada menu tarik tunai seperti BNI mobile. tapi belum ada e statement dan terbatasnya transfer dana untuk Virtual account mengingat pembayaran bulanan seperti listrik,air dan belanja kebutuhan rumah tangga sebagian besar melalui olshop",4,positive
"dari semalam ngga bisa log in, padahal jaringan bagus, ngga ada kendala, gapi buat log in ngga bisa, boro-boro loading, tulisan log in diteken aja ngga ada respon, udah lapor tapi lambat penanganan",1,negative
"menurutku aplikasi perlu pembaruan fitur, layanan dan tampilannya juga belum oke oke banget. dan satu lagi tidak bisa tarik tunai tanpa kartu kalaupun ribet dan harus punya pulsa",3,neutral
"Akhirnya ada banking apps yang bikin transaksi jadi lebih wondrful..dengan tampilan aplikasinya yg lucu banget dan warna2nya super fun...kemarin coba bayar pakai QRIS di wondr cepet banget, cukup 3 step selesai..bener2 easy to use....wondr by BNI memang mantapp....👍👍",5,positive
setelah diperbarui app wonder sangat sulit untuk menggunakan nya kalau menggunakan internet dr perangkat. mau nya hanya pakai jaringan wifi. hal ini sangat menyulitkan saya. saya tidak suka 😡,1,negative
fiturnya bagus...tapi kenapa pas saya bikin terus verifikasi pin slalu ada tulisan kesalahan sistem trs klo verifikasi ulang pinnya cuma berhenti disitu engga ke halaman selanjutnya...ini udh 2 hari ini....kendalanya di habis foto ktp kan itu ngisi nomor yg ada di kartunya habis itu verifikasi pin/bikin pin....nah pas ngisi pin yg pertama slalu ada tulisan maaf ada kesalahan sistem...terus saya coba lgi kan...nah itu cuma berhenti disitu tidak masuk akunnya,3,neutral
"Setiap login menggunakan biometrik gagal harus verifikasi dari awal, sedangkan biometrik ini kan terkadang terbaca terkadang tidak. Sudah lakukan verifikasi wajah ketika mengedipkan mata tidak berhasil verfikasi. Aplikasinya bagus tapi ribet diverifikasi",1,negative
"apk gajelas. kmrn top up ke gopay, awal top up di statusnya gagal, tp saldo tetep kepotong dan ga masuk sama sekalih ke akun gopay saya. pas coba yg ke 2x berhasil. tp uang saya yg top up pertama sampai hari ini belum kembali. udh coba hubungi pihak cs lewat email tp sampe sekarang ko ga ada kelanjutan yah..",1,negative
"pendaftar baru kok pada saat instal aplikasinya, setelah foto KTP, disuruh masukkan nomor kartu, biasanya verifikasi wajah. kok bgitu. malas aja mau pake ini aplikasi. sangat tidak membantu. diulang beberapa kali tetap begitu.",2,negative
"First time pakai wondr by BNI ni ya.. Kenapa transaksi kayak delay gitu.. padahal sudah ditransfer hari ini, tp di cek di wondr blum masuk, cek mutasi juga gak ada, coba cek pakai ATM juga sama.. Uang yg di transfer baru masuk besok nya, Lah, trus gunanya pakai m-banking apa dong? nggak bisa cek langsung di HP.. Coba bisa di cek cek lgi ya min.. 🙏🏻",2,negative
"ribet dah, coba wondr bikin fitur masuk lewat no WA saja, karena saya sudah mendaftar di hp lain karena kamera hp saya buram saat mengambil foto ktp tapi ketika akan login dgn hp sendiri dan dgn no WA yg sudah terdaftar di wondr hasilnya sama saja harus mengambil foto ktp lagi",3,neutral
"malu-maluin, setiap jam setengah 1 malem pasti ga bisa transaksi apapun. belanja jadi ke cancel gara-gara aplikasi ga bisa transaksi, padahal saldo ada. perbaiki lagi lah, ini BANK NASIONAL masa kalah sama bank swasta.",1,negative
saya baru beralih dari BNI mobile banking ke wondr 1 bulan pertama lancar masuk bulan ke 2 saya lupa password transaksi dan harus verifikasi ganti password ....saya lakukanlah verifikasi tersebut dan pada akhirnya di akhir verifikasi wajah selalu gagal dan harus menunggu hari berikutnya...saya coba di hari esok nya masih tetap ga bisa karena sudah terlalu sering begitu keterangannya..trus harus menunggu berapa lama agar saya bisa lanjut verifikasi ulang,3,neutral
"saya sudah registrasi, infomasinya perlu verifikasi tambahan. disuruh telepon BNI call / cabang terdekat. setelah telepon BNI call data sudah sesuai terus disuruh ke BNI terdekat. setelah ke BNI terdekat, informasinya data sudah sesuai infomasi harus terus coba berkali2. dan sampai saat ini, notifnya masih sama ""Kamu belum bisa registrasi wondr. kami perlu verifikasi tambahan"". jadi saya harus gmana??",3,neutral
"Waste time bgt. Saya coba daftar dari bulan lalu pakai BNI Mobile gabisa. Sistem eror. Diminta ulang langkahnya, saya ulang berkali² tetap gabisa. Oke sabar. Hari ini saya ke cabang BNI daftar offline, entah knp KTP dan sidik jari berulang2 gamau. Yang menyedihkan coba pakai Wonder BNI lagi karena offline buka rekening gagal, malah sama hasilnya nihil. Ini ga ngerti ada yang salah sama KTP, Sidik jari atau apa? Pdhl Bank lain aman. Staff bilang KTP saya yg salah. Seriously? Kecewa.",1,negative
"Sangat suka dengan aplikasi ini karena lebih simpel banget dibanding aplikasi mobile banking BNI yg sebelumnya, yg ini udah semua lebih simpel sama warna desain di aplikasi juga bagus lebih berwarna gitu. pokoknya meskipun ATM ketinggalan selama battery hp masih full dan udah download aplikasi ini mau ambil uang di ATM pun jadi lebih mudah karena bisa tarik tunai tanpa ATM. semoga saldo akan selalu aman dari hacker karena aplikasi udah canggih",5,positive
ini saya transfer dari BNI ke BCA dari semalem sampe pagi ini sampe sekarang saldonya belom masuk dan saldo di BNI sudah berkurang ( statusnya berhasil) . untuk nama penerima dan nomor rekeningnya sudah sesuai. bisa dibantu perihal ini kah team pengembang BNI? saya sudah chat via WA dan email responnya terlalu lama tidak fast respon seperti CS bank lain. tolong diperbaiki masalah kayak gini agar kedepannya tidak terulang kembali dan diperbaiki sistem penanganannya!!!!,2,negative
"Kok sering kali Stuck logo BNI wonder saat awal buka itu!! selalu saat krusial ketika mau bayar pakai Qris sering terjadi, Ui Ux nya bagus, yang jelek performa aplikasi, bye bye BNI .. saya pindah pakai BRImo aja minimal ganguan !!! barusan puncak amarah saya, mau bayar makan tadi merah muka saya, inti nya BNI gk bisa di handal kan!",1,negative
"Wordr itu sangat LELET...LELET, saat Login...rata2 perlu waktu satu menit. Ini membuat saya sering membatalkan mengunakan fitur QRIS. Aplikasi BNI Mobile jauh lebih unggul dalam hal kecepatan login...Saya ga bisa meninggalkan BNI karena gaji melalui ini. Maka dengan laba bersih trilyunan, tolong di benahi Wondr..",3,neutral
"koq nggak bisa dibuka aplikasi Wonder BNI, apa ada Pemeliharaan,atau ada trouble hanya muncul tampilan depan tidak ada klik untuk masuk, Atau PIN fingerprint tolong bisa lebih baik lagi WONDR BNI ,jangan sering error.",1,negative
"saya apresiasi ada bebenah dari segi UI nya, saya kasih binta 3 dulu fitur karena fitur cardless nya ga efisiensi dikirim melalui OTP sms jadi harus ada pulsa dulu, selama fitur cardless nya masih ribet saya males nyimpen duit gede disini ribet dan tidak efisien.",3,neutral
"Tbtb aplikasi stop di layar tulisan wondr doang, gamasuk aplikasi! saya mau transaksi jadi susah! udah hapus aplikasi trus download lagi ternyata masih sama aja. aplikasi payah. padahal saya disuruh beralih dari BNI mobile banking yg juga lelet ke wondr by bni. taunya sama sama menyebalkan",1,negative
"sebagai nasabah BNI, fitur aplikasinya lengkap dan memudahkan dalam bertransaksi, entah kenapa saat ini aplikasi tidak bisa di buka dengan paket data di ponsel, bisanya dg wifi, mohon admin utk memperbaikinya, terima kasih BNI.",5,positive
"Saran dong, tolong untuk ditambahin fitur ""Setor Tunai"" di menu Mobile Tunai. Kayak gak affair aja, masa ada fitur tarik tunai tapi gak ada untuk setornya, harusnya itu jadi satu paket. Selebihnya udah bagus sih, gausah ditambahin menu yang gonjreng² kayak di tetangga sebelah.",4,positive
"disini tidak bisa top up saldo gapay.padahal app bni yang lama bisa ,di rubah baru malah banyak menu yg tak bisa di gunakan alias eror.tolong dari amplikator berbenah lah.",1,negative
"Aplikasi Tolol Di suruh Verifikasi wajah malah di persulit, Alasannya Wajah gak kelihatan. padahal jelas jelas Cahaya Sekitar Terang, Kamera Handphone juga Bersih, apa lagi coba yang salah. Kelihatan banget Mempersulit Verifikasi supaya Orang langsung datang ke Cabang terdekat. benarkan Sistem deteksi wajah nya. Sekelas BNI buruk banget sistemnya deteksinya ⭐",1,negative
"tolong dong wondr ini kenapa aplikasinya sudah bagus , namun ketika membuka sangat slow respon sekali ngebug di menu utama login saya menggunakan data seluler, sangat disayangkan ketika harus payment di antrian nunggu lama banget di kasir. mohon di perbaiki lagi APK nya 🙏🏻🙏🏻 thank so far so good except this ☝🏻",5,positive
"masak iya setara BNI apk nya seperti ini, tidak bisa dibuka menggunakan paket data. Susah banget kalau gini. mau buka mbanking cari wifi dulu. yuk bisa yuk upgrade lagi APKnya, biar bisa support disemua jaringan!!",3,neutral
"sangat membantu,tapi kenapa akhir'ini apk slalu ngestuck ya dan muncul tulisan sedang dalam perbaikan mohon coba lagi. itu bagaimana min?mohon dibantu,terimakasihh",4,positive
"Banyak error nya, tidak bisa LOGIN dan loading, selalu notice ""ada kendala di sistem kami"", dan Deb error, internet semua lancar, sudah menghubungi 1500046 dan ke kantor cab BNI terdekat. tapi tetap tidak bisa ada solusinya.",1,negative
"tolong lah ini, saya lupa password karena biasa saya menggunakan sidik jari, terus Kok susah sekali ini, verifikasi wajah gagal terus, akhir nya saya hapus terus download lagi, bukannya mudah malah tambah sulit, ketika daftar ulang masih terus gagal dan akhirnya di suruh tunggu keesokan harinya, saya mau menggunakan jadi sulit, mana di daerah saya kantor BNI jauh😢",1,negative
"Apk Wonder ini menurutku hampir sma dengan apk BNI sebelumnya,ngeleg,suka ga mau kebuka pas lagi login,lama banget muncul layar hitam m abis itu keluar ke menu utama hp,belum lagi kalau udh keburu belanja mau Qris,dahlahh cape banget😪",4,positive
"verifikasi wajah sulit skl pake kediip mata, utk yg mata plus gini rasanya spt keroh klo lht dekat. sampe d ulang berkali2 ttp tdk bisa. klo bisa verifikasi wajah pake tombol saja utk lbh mudah verifikasi wajah",1,negative
"jelek banget, mending yang kemarin aja deh. ini mah perbaruan tampilan aja tapi yang lainnya malah perburukkan. verifikasi udah sampe muka didepan kamera, eh tiba-tiba ga bisa login dan disuruh verifikasi lanjut ke kantor terdekat. terus kenapa tadi ter-verifikasi mukanya keterima kalau curiga?🥲 ga ada detail saldo sebelum dan sesudah digunakan, ga ada detail uang keluar, dan LIMIT GA JELAS belum mencapai batas limit tau-tau gamau dengan alasan limit.. dahlah, balik yang dulu aja kalau gini",1,negative
- Aplikasi ini sudah cukup membantu dalam memantau transaksi keuangan baik pemasukan maupun pengeluaran - Fitur QRISnya cukup mudah karena tidak perlu harus membuka aplikasinya dulu cukup menekan QRIS - Alangkah bagus jikalau fitur setor tarik bisa dikembangkan sehingga dapat membantu nasabah menarik atau menyetor uang tanpa harus mengeluarkan kartu ATM.,5,positive
"hi wondr by BNI saya seneng banget pakai aplikasi ini semua kebutuhan perbangkan sangat mudah dan bagus. cuman tolong pas verifikasi wajah itu sangat sulit berulang ulang kali di coba, sulit di terima padahal sudah ikuti panduan. ini bukan daftar tapi ketika hp henk atau gangguan di suruh perivikasi wajah dan KTP. tolong ya ..",4,positive
"aplikasi tdk bagus susah dibuka lebih baik pakai BNI aplikasi, mengapa aplikasi Wondr BNI susah sekali kita buka, apalagi klu kita perlu mau transaksi tp aplikasi tdk bisa terbuka, sebelumnya saya pakai aplikasi BNI banking tdk pernah ada kendala.. semenjak saya beralih ke Wondr banking selalu ada problem..",3,neutral
"Mudah dipakai. Tp utk menu cicilan di kartu kredit, tidak sesuai harapan. Lebih baik cicilan per transaksi, bukan total yg bisa dicicil. Krn tidak semua transaksi akan kami bikin cicilan.",4,positive
"verifikasi wajah ga bisa"" apa sistem deteksi nya error?saya sudah mencoba 3× tpi ttp gabisa,padahal sudah mengikuti panduan nya,tolong pengertian nya..",1,negative
kenapa sering gangguan transaksi. engga mobile engga wonder. sama aja padahal sudah update versi baru. saldo juga ada. tapi gk bisa transaksi. bikin malu mau bayar kaga bisa. tolong CSnya katanya gagal membuat virtual akun. mau bayar Qris atau Tf gk bisa kan malu2in. di kata gk ada duit nya ...,5,positive
Di Xiaomi 15 Ultra sering error ( susah masuk ) ke aplikasi. Sering nya hanya loading diawal dan tdk dapat masuk kedalam aplikasi untuk melakukan transaksi,3,neutral
"kenapa pakai jaringan data kartu hp tidak bisa dibuka aplikasinya dan hanya bisa menggunakan jaringan wifi saja.jadi bagaimana kita bisa transaksi diluar nantinya,kalo tidak ada jaringan wifi",5,positive
"wondr emang sehari ada limit transfer nya ya? saya sebelumnya pake bni mobile aman aman aja giliran pake ini malah transfer dibatasi , kalo buat penjual kayak saya susah pake aplikasi ini sangat tidak rekomendasi",2,negative
Semua sudah bagus. Sudah ada mobile tunai. TAPI knpa harus pakai kode OTP yg dmna sering gk masuk dan harus pakai pulsa. Semoga ada update tnpa kode OTP seperti bank sebelah. Agar semakin nyaman digunakan.,4,positive
"awalnya aplikasi ini sangat menarik namun pada saat ingin login kembali sangat susah padahal pasword nya sudah benar namun tetap tidak bisa dan malah di suruh ulang kembali dari awal dan pada saat ulang kembali di bagian kode otp tidak pernah dapat terkirim, mohon tim wondr bisa di perbaiki lagi untuk hal ini karena aplikasi ini sebenarnya berpotensi sekali.",1,negative
"semoga bisa segera di upgrade lagi, mengenai beberapa fitur yang ada di BNI m-banking tapi ga ada di wondr. kayak fitur mobile tunai, tarik tunai di wondr cuma tersedia di atm bni aja, ga bisa tarik tunai di alfa. ga bisa setor tunai juga di app wondr, jadi sampe sekarang masih punya aplikasi m-banking karna lebih proper. tp untuk notif keluar masuk tanpa buka app udah bagus sih wondr👍🏼 ditunggu sentuhan barunya!",3,neutral
semua perizinan notif sdh diberikan. knp setiap transaksi masuk tidak ada push notification?? kurang efisien kalau transferan masuk harus login dan cek riwayat.,4,positive
